Restaurant_Name,Country Code,City,Address,Locality,Locality Verbose,lon,lat,cost_for_two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price_Range,Rating,Rating color,Review,Votes
Kabir Restaurant,1,Ahmedabad,"JB Tower, Opposite Doordarshan Kendra, Drive In Road, Gurukul, Ahmedabad",Gurukul,"Gurukul, Ahmedabad",72.5239649,23.04850469,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,432
Maharashtra Food Stall,1,New Delhi,"Stall 20 & 4, Dilli Haat, INA, New Delhi","Dilli Haat, INA","Dilli Haat, INA, New Delhi",77.2062936,28.5731102,350,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,93
Khushboo Vaishno Dhaba,1,New Delhi,"Shop 5-6, Parmananda Chowk, Kingsway Camp, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.2045418,28.7099688,150,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,5
Valarmathi Kongunaatu Samayal,1,Coimbatore,"207/A, CSI Compound, Opposite Photo Centre, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore",76.976268,11.001852,350,Indian Rupees(Rs.),No,No,No,No,2,4,Dark Green,Excellent,380
Dilli Light,1,Gurgaon,"170/11, Shiv Puri, Sector 7, Gurgaon",Sector 7,"Sector 7, Gurgaon",77.0190993,28.4707962,600,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,16
Anand Restaurant,1,New Delhi,"15/96, Scindia House, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2208008,28.6290232,550,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,485
Namaste Restaurant,1,New Delhi,"Dr Kapoorwali Gali, Munirka, New Delhi",Munirka,"Munirka, New Delhi",77.1708774,28.5586286,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Galina Restaurant,1,New Delhi,"DE 82, Ground Floor, Tagore Garden, New Delhi",Tagore Garden,"Tagore Garden, New Delhi",77.1163525,28.6461897,700,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,38
Etal The Lounge Bar,1,New Delhi,"18-20, 2nd Floor, City Square Mall, Rajouri Garden, New Delhi","City Square Mall, Rajouri Garden","City Square Mall, Rajouri Garden, New Delhi",77.123654,28.6502181,2000,Indian Rupees(Rs.),Yes,No,No,No,4,3,Orange,Average,455
Chutneez Restaurant Lounge & Bar,1,New Delhi,"F-104, 1st Floor, Fun Cinema Building, V3S Mall, Laxmi Nagar, New Delhi","V3S Mall, Laxmi Nagar","V3S Mall, Laxmi Nagar, New Delhi",77.2861149,28.6370319,1200,Indian Rupees(Rs.),Yes,No,No,No,3,2,Orange,Average,132
Pakwan,1,Gurgaon,"164/11, Shivpuri, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0189082,28.4712555,400,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,60
Alaturka,1,New Delhi,"G-64, Ground Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Select Citywalk Mall, Saket, New Delhi",77.21908394,28.52912861,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,202
Ikko,1,New Delhi,"6/48, Malcha Marg Shopping Centre, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1860137,28.6021467,1650,Indian Rupees(Rs.),Yes,No,No,No,3,2,Orange,Average,10
Dosa Junction,1,New Delhi,"SE-20, Singal Pur, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.15665,28.7050194,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
Suribachi,1,New Delhi,"T-540, Panchshila Park, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2132758,28.539624,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Yellow,Good,104
Kay's Bake Land,1,Faridabad,"14, Huda Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad",77.3116575,28.480381,150,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,19
Bella Italia,1,New Delhi,"Ground Floor, MLCP, IGI Terminal 3, Aerocity, New Delhi",Aerocity,"Aerocity, New Delhi",77.087897,28.554463,550,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,33
Malabar Foods,1,New Delhi,"G-9, Krishna Plaza Complex, Pocket A Bus Stand, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.3010973,28.6196099,500,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,49
Balada Mix,30,Rio de Janeiro,"Rua Anï¿½_bal de Mendonï¿½_a, 37, Ipanema, Rio de Janeiro",Ipanema,"Ipanema, Rio de Janeiro",-43.211425,-22.98520833,90,Brazilian Real(R$),No,No,No,No,3,4,Dark Green,Excellent,21
Raju Chat Palace,1,New Delhi,"76, Srinagar Colony, Bharat Nagar Road, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"Ashok Vihar Phase 2, New Delhi",77.1855035,28.680204,200,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,123
Flatbread Neapolitan Pizzeria,216,Boise,"800 W Main Suite 230, Boise, ID 83702",Boise,"Boise, Boise",-116.203466,43.616068,25,Dollar($),No,No,No,No,2,4,Dark Green,Excellent,615
Dada Ka,1,New Delhi,"Kalander Colony Chow,k Mangal Bazar Road, Dilshan Gardan, Dilshad Garden, New Delhi",Dilshad Garden,"Dilshad Garden, New Delhi",77.3200498,28.6806456,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Eram Rooftop,1,Bhubaneshwar,"206, 3rd Floor, Suryansh Enclave, Shastri Nagar, Unit 4, Bhubaneshwar",Unit 4,"Unit 4, Bhubaneshwar",85.82669624,20.28398889,400,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,89
Parrot's,189,Pretoria,"Menlyn Shopping Centre, Corner of Atterbury Road & Lois Avenue, Menlyn, Pretoria","Menlyn Shopping Centre, Menlyn","Menlyn Shopping Centre, Menlyn, Pretoria",28.275316,-25.783539,200,Rand(R),No,No,No,No,3,3,Orange,Average,111
Night Food Delivery,1,Noida,"Behind Fortis Hospital, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3706195,28.619656,500,Indian Rupees(Rs.),No,Yes,No,No,2,0,White,Not rated,2
Chhalava - ï¿½__Lava,1,New Delhi,"M-40, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.2434183,28.5336924,1200,Indian Rupees(Rs.),Yes,No,No,No,3,4,Green,Very Good,80
Royal Bakery,1,New Delhi,"F- 92, Hanuman Market, Munirka, New Delhi",Munirka,"Munirka, New Delhi",77.1727207,28.5577256,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
Foodrath,1,Gurgaon,"Shop GF, 105-H, Sushant Shopping Arcade, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon, Gurgaon",77.0793669,28.4613734,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
Famous Dave's,216,Sioux City,"201 Pierce St, Sioux City, IA 51101",Sioux City,"Sioux City, Sioux City",-96.4051,42.492,10,Dollar($),No,No,No,No,1,3,Yellow,Good,76
Angels in my Kitchen,1,New Delhi,"15, B-10 Market, Vasant Kunj, New Delhi",Vasant Kunj,"Vasant Kunj, New Delhi",77.1538189,28.5312664,350,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,248
Keventers,1,New Delhi,"FC 2, Arrival, Terminal 1C, Aerocity, New Delhi","T3 Domestic Arrival, Aerocity","T3 Domestic Arrival, Aerocity, New Delhi",77.120791,28.564288,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,6
Captain Grub,1,New Delhi,"Vasant Kunj, New Delhi",Vasant Kunj,"Vasant Kunj, New Delhi",77.1710434,28.5194758,1000,Indian Rupees(Rs.),No,Yes,No,No,3,3,Yellow,Good,619
Subway,1,New Delhi,"37, M2K Mall, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.1170101,28.7009376,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,132
Mutfi,1,Noida,"Sector 41, Noida",Sector 41,"Sector 41, Noida",77.3603093,28.5613668,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,15
Green Chick Chop,1,New Delhi,"G-18, Hudson Lane, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.2040261,28.6949494,350,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,72
Bhagat Ji Sweets,1,New Delhi,"Kailash Puri Road, Sagar Pur, Palam, New Delhi",Palam,"Palam, New Delhi",77.10086,28.597615,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Roll Club,1,New Delhi,"30,G.F, Living Style Mall, Main Kalindi Kunj Road, Jasola, New Delhi","Living Style Mall, Jasola","Living Style Mall, Jasola, New Delhi",77.2969868,28.541186,250,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,27
Chandra Sweets,1,New Delhi,"A-8, Alaknanda Shopping Complex, Near Tara Apartment, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2540557,28.5255719,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,7
Cafe Coffee Day - The Lounge,1,New Delhi,"Peary Lal and Sons, 42, Janpath, New Delhi",Janpath,"Janpath, New Delhi",77.22028926,28.62642941,750,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,81
Green Chick Chop,1,New Delhi,"56, Kalu Sarai, Opposite IIT Gate, Near Azad Apatments, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2027931,28.542347,350,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,12
New Aggarwal Sweet Corner,1,New Delhi,"A-1240/2, DDA Market, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.3360236,28.6117841,100,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,11
Bro's Kitchenette,1,Gurgaon,"67/53/54, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.09530905,28.48826511,350,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,11
Cafe Coffee Day,1,Ghaziabad,"1st Floor, Shipra Mall, Gulmohar Road, Indirapuram, Ghaziabad","Shipra Mall, Indirapuram","Shipra Mall, Indirapuram, Ghaziabad",77.37020833,28.63404722,450,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,63
Manohar Dairy And Restaurant,1,Bhopal,"132, Zone 1, Maharana Pratap Nagar, Bhopal",Maharana Pratap Nagar,"Maharana Pratap Nagar, Bhopal",77.434007,23.234249,400,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,243
Cupcakes & More,1,Noida,"408, Mahagun Maestro, Block F-21-A, Sector 50, Noida",Sector 50,"Sector 50, Noida",77.37630514,28.57683772,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Punjabi Mirch,1,New Delhi,"D-35, Acharya Niketan, Near Kukreja Hospital, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2952184,28.6074925,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
Juniper Bar - Andaz Delhi,1,New Delhi,"Andaz Delhi, Asset 1, Aerocity, New Delhi","Andaz Delhi, Aerocity","Andaz Delhi, Aerocity, New Delhi",77.12181085,28.55480667,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3,Orange,Average,4
Urban Degchi Kitchen & Bar,1,New Delhi,"Shop 5-10, LSC Pocket B, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.3008167,28.6194659,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,2,Orange,Average,94
Gourmet Bistro,1,New Delhi,"Shop 3, Block 12, Back Side, Opposite Shadley Public School, Subhash Nagar, New Delhi",Subhash Nagar,"Subhash Nagar, New Delhi",77.124247,28.6368424,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
Mishti's Kitchen,1,Noida,"H-38, Sector 51, Noida",Sector 51,"Sector 51, Noida",77.3692738,28.5781101,550,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,49
Green Chick Chop,1,Noida,"56, Block I, Ganga Shopping Complex, Sector 29, Noida","Ganga Shopping Complex, Sector 29","Ganga Shopping Complex, Sector 29, Noida",77.3355832,28.567448,350,Indian Rupees(Rs.),No,Yes,No,No,1,2,Orange,Average,12
Tihar Food Court,1,New Delhi,"Tihar Jail Complex, Opposite Indraprastha Gas Station, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.1040333,28.6197878,300,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,14
SpiceKlub,1,Mumbai,"8A, Janta Industrial Estate, Opposite Phoenix Mills, Senapati Bapat Road, Lower Parel, Mumbai",Lower Parel,"Lower Parel, Mumbai",72.82555282,18.99423667,1500,Indian Rupees(Rs.),No,Yes,No,No,3,4,Green,Very Good,3370
Dogs & Wiches,1,New Delhi,"Shop 105, 1st Floor, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2530626,28.53681321,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,109
Hyderabad House,1,New Delhi,"253, Shahpur Jat, New Delhi",Shahpur Jat,"Shahpur Jat, New Delhi",77.2114589,28.548819,700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,67
ANF Kitchen Express,1,New Delhi,"Shop 121, DLF Tower B, Jasola, New Delhi",Jasola,"Jasola, New Delhi",77.2894195,28.5386022,450,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,49
Muskan Chicken Biryani,1,Gurgaon,"Green Wood Plaza, Sector 45, Gurgaon",Sector 45,"Sector 45, Gurgaon",77.059245,28.4444633,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Pizza Hut,1,New Delhi,"V3S Mall, Laxmi Nagar, New Delhi","V3S Mall, Laxmi Nagar","V3S Mall, Laxmi Nagar, New Delhi",77.286103,28.637001,1000,Indian Rupees(Rs.),No,Yes,No,No,3,2,Red,Poor,224
Roadhouse Cafe,1,New Delhi,"M-22, 2nd Floor, Main Market, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.2356207,28.5497745,1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,4,Green,Very Good,68
Little Tibet,1,New Delhi,"House 16, Block 7, New Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,"Majnu ka Tila, New Delhi",77.2281661,28.7010323,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
The Grill Room - The Lalit New Delhi,1,New Delhi,"The Lalit, Barakhamba Avenue, Barakhamba Road, New Delhi","The Lalit New Delhi, Barakhamba Road","The Lalit New Delhi, Barakhamba Road, New Delhi",77.227277,28.631407,4500,Indian Rupees(Rs.),Yes,No,No,No,4,3,Orange,Average,51
Ashiyan Foods,1,New Delhi,"D-3/491, Chhatarpur Pahari, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi",77.1901673,28.5266192,700,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
Granma's Homemade,1,New Delhi,"India Habitat Centre, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.225607,28.58997,200,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,25
Punjabi By Nature Express,1,New Delhi,"3rd Floor, Food Court, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","Ambience Mall, Vasant Kunj, New Delhi",77.155099,28.5411702,600,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,206
The Hangout-Deli,1,Noida,"320-A, 3rd Floor, The Great India Place Mall, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.32321292,28.5677509,1000,Indian Rupees(Rs.),Yes,No,No,No,3,0,White,Not rated,0
Sagar Ratna,1,Gurgaon,"Plot 12-D, Ground Floor, JMD Galleria, Sohna Road, Gurgaon",Sohna Road,"Sohna Road, Gurgaon",77.0383658,28.4209297,600,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,188
My Fathers Place,216,Macon,"2507 Moody Rd, Warner Robins, GA 31088",Warner Robins,"Warner Robins, Macon",-83.624,32.5786,25,Dollar($),No,No,No,No,2,3,Yellow,Good,104
Rainbows,1,New Delhi,"Shop 3, D Block Market, Community Centre, Vasant Vihar, New Delhi",Vasant Vihar,"Vasant Vihar, New Delhi",77.15505794,28.56157466,400,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,28
Puratan - Family Restaurant & Bar,1,New Delhi,"Garg Trade Center, Sector 11, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.1142681,28.7344691,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Orange,Average,156
Whitebull Hotel,14,Armidale,"117 Marsh St, Armidale, NSW",Armidale,"Armidale, Armidale",151.6688792,-30.5147169,20,Dollar($),No,No,No,No,2,3,Yellow,Good,25
Locos Grill & Pub,216,Albany,"547 N Westover Blvd, Albany, GA 31707",Albany,"Albany, Albany",-84.2228,31.6077,25,Dollar($),No,No,No,No,2,3,Yellow,Good,57
Anthony's Kitchen,1,New Delhi,"Stall 3, PVR Priya, Basant Lok, Vasant Vihar, New Delhi",Vasant Vihar,"Vasant Vihar, New Delhi",77.16367822,28.55747579,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Joost Juice Bar,1,Noida,"Shop 160, Gardens Galleria, Sector 38, Noida","Gardens Galleria, Sector 38 Noida","Gardens Galleria, Sector 38 Noida, Noida",77.3213883,28.5646431,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Aapki Rasoi,1,New Delhi,"5, DLF, Industrial Area, Near Metro Station, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi",77.1420513,28.6575224,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,15
Dolphin Rolls,1,New Delhi,"Shop 389, B Block, New Ashok Nagar, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.3078187,28.5898772,200,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,6
Chinese Temptation,1,New Delhi,"Near Delhi Gate, Najafgarh, New Delhi",Najafgarh,"Najafgarh, New Delhi",76.9856908,28.6130492,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
The Zaika King,1,Noida,"Shop X-1 A, 17, Behind Metro Hospital, Sector 12, Noida",Sector 12,"Sector 12, Noida",77.338294,28.597161,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
The Black Cow,216,Columbus,"115 A 12th St, Columbus, GA 31901",Columbus,"Columbus, Columbus",-84.991384,32.468757,25,Dollar($),No,No,No,No,2,4,Green,Very Good,287
NIK's Chicken Corner,1,New Delhi,"G 88, Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.2188042,28.7089927,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
The Beer Cafe,1,New Delhi,"1/2, Scindia House, Janpath, New Delhi",Janpath,"Janpath, New Delhi",77.21962843,28.62913863,1250,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,1058
Chakna,1,Noida,"Shop 1 & 2, Food Court, 3rd Floor, MSX Mall, Greater Noida, Noida","MSX Mall, Greater Noida","MSX Mall, Greater Noida, Noida",77.5283078,28.4580334,450,Indian Rupees(Rs.),No,Yes,No,No,1,2,Orange,Average,5
Chennai Express,1,New Delhi,"H Block, Vikas Marg, New Delhi",Vikas Marg,"Vikas Marg, New Delhi",77.2776898,28.6307187,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Papa Chinese Veg Food,1,New Delhi,"B-12/5, Opposite CRPF School, Prashant Vihar, New Delhi",Prashant Vihar,"Prashant Vihar, New Delhi",77.1333485,28.7106084,350,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,12
Kabab,1,New Delhi,"23, NWA Market, Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",77.12608337,28.66539211,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,23
Deltasious,1,New Delhi,"C-210, Jhilmil Colony, Vivek Vihar, New Delhi",Vivek Vihar,"Vivek Vihar, New Delhi",77.31898986,28.67993906,400,Indian Rupees(Rs.),No,Yes,No,No,1,2,Red,Poor,64
Foresto Lawn & Restaurant,1,New Delhi,"Plot 802/2, Block K, Main Vasant Kunj Road, Near Mata Chowk & Prem Maruti, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1293063,28.541621,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
Grillz,1,New Delhi,"G3A, Ground Floor, District Centre, Janakpuri, New Delhi","District Centre, Janakpuri","District Centre, Janakpuri, New Delhi",77.0813721,28.6301427,500,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,85
Madras Cafe,1,Gurgaon,"SCO 17, Near Huda Office, Sector 14, Gurgaon",Sector 14,"Sector 14, Gurgaon",77.0456073,28.476629,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,69
Karim's,1,Noida,"G-40, Mughal Palace, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32365757,28.56926546,1200,Indian Rupees(Rs.),Yes,No,No,No,3,3,Orange,Average,446
Divine Curries,1,Noida,"FC 23, Film City Noida, Sector 16 A, Near, Sector 16, Noida",Sector 16,"Sector 16, Noida",77.31759,28.5707246,700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,31
Urban Punjab,1,New Delhi,"B & E Market, Opposite Mother Dairy, Dilshad Garden, New Delhi",Dilshad Garden,"Dilshad Garden, New Delhi",77.3172671,28.6805428,600,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,103
Nobu - One&Only,189,Cape Town,"One & Only Hotel, Dock Road, V & A Waterfront, Cape Town","One and Only Hotel, V & A Waterfront","One and Only Hotel, V & A Waterfront, Cape Town",18.416435,-33.908603,535,Rand(R),Yes,No,No,No,4,4,Green,Very Good,110
SGF - Spice Grill Flame,1,New Delhi,"9, Community Centre 2, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"Ashok Vihar Phase 2, New Delhi",77.1794162,28.6961906,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,87
Sonu Bhojanalya,1,New Delhi,"D-1/29, New Kondli, Sani Bazar Road, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.329599,28.6038407,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
Frosty Rollies,1,New Delhi,"93, Satya Niketan, Opposite Venkateshwar College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.17,28.59,250,Indian Rupees(Rs.),No,No,No,No,1,4,Green,Very Good,44
LIT Ultrabar,1,Noida,"B-1, 9/10, Near Sector 18 Metro Station, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32541844,28.57096149,1550,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,425
Pizza Hut,1,New Delhi,"17, Mangalam Place, Aggarwal City Plaza, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Aggarwal City Plaza, Rohini, New Delhi",77.1172629,28.7006935,1000,Indian Rupees(Rs.),No,Yes,No,No,3,2,Orange,Average,125
Tip Top Eating Corner,1,New Delhi,"A 55 & 56, New Ashok Nagar, Near, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.3093426,28.5905357,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Baker's Byte,1,New Delhi,"42/A2, Ground Floor, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.19496111,28.56383056,200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,34
Establishment Ristorante,1,New Delhi,"96, Meherchand Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",0.0,0.0,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,12
Cafe Public Connection,1,New Delhi,"F-39-40, 1st & 2nd Floor, Inner Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2202619,28.6314806,1200,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,834
Domino's Pizza,1,New Delhi,"J-2/20, Ground Floor, BK Dutta Market, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1186491,28.6471108,700,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,194
MR.D - Deliciousness Delivered,1,New Delhi,"26, Ajit Arcade, Opposite Metro Pillar 74, Kailash Colony, New Delhi",Kailash Colony,"Kailash Colony, New Delhi",77.2402908,28.556673,700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,367
Standard Punjabi Food,1,New Delhi,"E-93, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Lajpat Nagar 1, New Delhi",77.24150252,28.57324197,200,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,3
VP ki Kitchen,1,Noida,"MS Complex, Shop 1, Chauhan Market, Gijhor, Sector 53, Noida",Sector 53,"Sector 53, Noida",77.3624115,28.5869987,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
The Royal Kitchen,1,Noida,"Shop 4, Paras Tierea Commercial Complex, Sector 137, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.413356,28.5078125,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
TGI Friday's,1,Gurgaon,"Ground Floor, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0801187,28.4810064,2500,Indian Rupees(Rs.),Yes,Yes,No,No,4,3,Yellow,Good,730
